account_id,Day,Month,Year,amount_trans,balance,k_symbol,operation,type_trans,status
10364,18,03,93,4800.0,29524.3,None,VYBER,VYDAJ,A
10364,31,03,93,100.8,29625.1,UROK,None,PRIJEM,A
10364,07,04,93,14493.0,44118.1,None,VKLAD,PRIJEM,A
10364,17,04,93,10300.0,33818.1,None,VYBER,VYDAJ,A
10364,30,04,93,131.4,33949.4,UROK,None,PRIJEM,A
10364,07,05,93,14493.0,48442.4,None,VKLAD,PRIJEM,A
10364,17,05,93,9900.0,38542.4,None,VYBER,VYDAJ,A
10364,31,05,93,150.4,38692.9,UROK,None,PRIJEM,A
10364,07,06,93,21739.5,60432.4,None,VKLAD,PRIJEM,A
10364,11,06,93,6262.0,54170.4,SIPO,PREVOD NA UCET,VYDAJ,A
10364,16,06,93,17200.0,36970.4,None,VYBER,VYDAJ,A
10364,18,06,93,11520.0,25450.4,None,VYBER,VYDAJ,A
10364,19,06,93,500.0,24950.4,None,VYBER,VYDAJ,A
10364,30,06,93,146.6,25096.9,UROK,None,PRIJEM,A
10364,30,06,93,14.6,25082.3,SLUZBY,VYBER,VYDAJ,A
10364,07,07,93,14493.0,39575.3,None,VKLAD,PRIJEM,A
10364,09,07,93,600.0,38975.3,None,VYBER,VYDAJ,A
10364,11,07,93,6262.0,32713.3,SIPO,PREVOD NA UCET,VYDAJ,A
10364,16,07,93,2200.0,30513.3,None,VYBER,VYDAJ,A
10364,31,07,93,125.1,30638.4,UROK,None,PRIJEM,A
10364,31,07,93,14.6,30623.8,SLUZBY,VYBER,VYDAJ,A
10364,07,08,93,14493.0,45116.8,None,VKLAD,PRIJEM,A
10364,11,08,93,6262.0,38854.8,SIPO,PREVOD NA UCET,VYDAJ,A
10364,15,08,93,8400.0,30454.8,None,VYBER,VYDAJ,A
10364,18,08,93,600.0,29854.8,None,VYBER,VYDAJ,A
10364,31,08,93,130.5,29985.2,UROK,None,PRIJEM,A
10364,31,08,93,14.6,29970.6,SLUZBY,VYBER,VYDAJ,A
10364,07,09,93,14493.0,44463.6,None,VKLAD,PRIJEM,A
10364,11,09,93,6262.0,38201.6,SIPO,PREVOD NA UCET,VYDAJ,A
10364,12,09,93,400.0,37801.6,None,VYBER,VYDAJ,A
10364,14,09,93,5900.0,31901.6,None,VYBER,VYDAJ,A
10364,30,09,93,132.7,32034.3,UROK,None,PRIJEM,A
10364,30,09,93,14.6,32019.7,SLUZBY,VYBER,VYDAJ,A
10364,07,10,93,14493.0,46512.7,None,VKLAD,PRIJEM,A
10364,11,10,93,6262.0,40250.7,SIPO,PREVOD NA UCET,VYDAJ,A
10364,14,10,93,5100.0,34450.7,None,VYBER,VYDAJ,A
10364,14,10,93,700.0,39550.7,None,VYBER,VYDAJ,A
10364,31,10,93,154.2,34604.9,UROK,None,PRIJEM,A
10364,31,10,93,14.6,34590.3,SLUZBY,VYBER,VYDAJ,A
10364,07,11,93,14493.0,49083.3,None,VKLAD,PRIJEM,A
5270,13,01,93,800.0,800.0,None,VKLAD,PRIJEM,A
5270,14,01,93,44749.0,45549.0,None,PREVOD Z UCTU,PRIJEM,A
5270,31,01,93,110.2,45659.2,UROK,None,PRIJEM,A
5270,12,02,93,9600.0,36059.2,None,VYBER,VYDAJ,A
5270,14,02,93,44749.0,80808.2,None,PREVOD Z UCTU,PRIJEM,A
5270,28,02,93,268.5,81076.7,UROK,None,PRIJEM,A
5270,14,03,93,44749.0,125825.7,None,PREVOD Z UCTU,PRIJEM,A
5270,14,03,93,51700.0,74125.7,None,VYBER,VYDAJ,A
5270,14,03,93,25300.0,48825.7,None,VYBER,VYDAJ,A
5270,31,03,93,259.3,49085.0,UROK,None,PRIJEM,A
5270,13,04,93,11900.0,37185.0,None,VYBER,VYDAJ,A
5270,14,04,93,44749.0,81934.0,None,PREVOD Z UCTU,PRIJEM,A
5270,30,04,93,281.6,82215.6,UROK,None,PRIJEM,A
5270,13,05,93,27800.0,54415.6,None,VYBER,VYDAJ,A
5270,14,05,93,44749.0,99164.6,None,PREVOD Z UCTU,PRIJEM,A
5270,22,05,93,11400.0,87764.6,None,VYBER,VYDAJ,A
5270,31,05,93,366.4,88131.0,UROK,None,PRIJEM,A
5270,31,05,93,10200.0,77931.0,None,VYBER,VYDAJ,A
5270,31,05,93,14.6,77916.4,SLUZBY,VYBER,VYDAJ,A
5270,10,06,93,3300.0,74616.4,None,VYBER,VYDAJ,A
5270,11,06,93,10027.0,64589.4,None,VYBER,VYBER,A
5270,12,06,93,19100.0,45489.4,None,VYBER,VYDAJ,A
5270,14,06,93,67124.0,112613.4,None,PREVOD Z UCTU,PRIJEM,A
5270,14,06,93,17700.0,94913.4,None,VYBER,VYDAJ,A
5270,24,06,93,40200.0,54713.4,None,VYBER,VYDAJ,A
5270,30,06,93,314.9,55028.3,UROK,None,PRIJEM,A
5270,30,06,93,14.6,55013.7,SLUZBY,VYBER,VYDAJ,A
5270,05,07,93,21362.0,33651.7,None,VYBER,VYBER,A
5270,12,07,93,2400.0,31251.7,None,VYBER,VYDAJ,A
5270,14,07,93,44749.0,76000.7,None,PREVOD Z UCTU,PRIJEM,A
5270,19,07,93,2000.0,74000.7,None,VYBER,VYDAJ,A
5270,27,07,93,22360.0,51640.7,None,VYBER,VYBER,A
5270,31,07,93,255.2,51895.9,UROK,None,PRIJEM,A
5270,31,07,93,14.6,51881.3,SLUZBY,VYBER,VYDAJ,A
5270,07,08,93,3700.0,48181.3,None,VYBER,VYDAJ,A
5270,11,08,93,12700.0,35481.3,None,VYBER,VYDAJ,A
5270,14,08,93,44749.0,80230.3,None,PREVOD Z UCTU,PRIJEM,A
5270,31,08,93,278.2,80508.4,UROK,None,PRIJEM,A
5270,31,08,93,14.6,80493.8,SLUZBY,VYBER,VYDAJ,A
5270,10,09,93,24400.0,56093.8,None,VYBER,VYDAJ,A
5270,14,09,93,44749.0,100842.8,None,PREVOD Z UCTU,PRIJEM,A
5270,18,09,93,3400.0,97442.8,None,VYBER,VYDAJ,A
5270,20,09,93,11100.0,86342.8,None,VYBER,VYDAJ,A
5270,30,09,93,360.4,86703.2,UROK,None,PRIJEM,A
5270,30,09,93,14.6,86688.6,SLUZBY,VYBER,VYDAJ,A
5270,10,10,93,31900.0,54788.6,None,VYBER,VYDAJ,A
5270,12,10,93,3700.0,51088.6,None,VYBER,VYDAJ,A
5270,14,10,93,44749.0,95837.6,None,PREVOD Z UCTU,PRIJEM,A
5270,31,10,93,373.7,96211.3,UROK,None,PRIJEM,A
5270,31,10,93,14.6,96196.7,SLUZBY,VYBER,VYDAJ,A
5270,09,11,93,34100.0,62096.7,None,VYBER,VYDAJ,A
5270,14,11,93,44749.0,106845.7,None,PREVOD Z UCTU,PRIJEM,A
5270,16,11,93,3100.0,103745.7,None,VYBER,VYDAJ,A
6034,19,03,93,200.0,200.0,None,VKLAD,PRIJEM,B
6034,26,03,93,23851.0,24051.0,None,VKLAD,PRIJEM,B
6034,27,03,93,21847.0,45898.0,None,VKLAD,PRIJEM,B
6034,28,03,93,15436.0,61334.0,None,VKLAD,PRIJEM,B
6034,31,03,93,42.4,61376.4,UROK,None,PRIJEM,B
6034,18,04,93,16300.0,45076.4,None,VYBER,VYDAJ,B
6034,29,04,93,5911.0,50987.4,None,VKLAD,PRIJEM,B
6034,30,04,93,252.7,51240.1,UROK,None,PRIJEM,B
6034,04,05,93,47148.0,98388.1,None,VKLAD,PRIJEM,B
6034,17,05,93,27555.0,125943.1,None,VKLAD,PRIJEM,B
6034,17,05,93,41000.0,84943.1,None,VYBER,VYDAJ,B
6034,18,05,93,5900.0,54643.1,None,VYBER,VYDAJ,B
6034,18,05,93,24400.0,60543.1,None,VYBER,VYDAJ,B
6034,22,05,93,2025.0,52618.1,None,VYBER,VYBER,B
6034,29,05,93,20832.0,73450.1,None,VKLAD,PRIJEM,B
6034,31,05,93,30.0,73649.6,SLUZBY,VYBER,VYDAJ,B
6034,31,05,93,229.6,73679.6,UROK,None,PRIJEM,B
6034,02,06,93,9462.0,83111.6,None,VKLAD,PRIJEM,B
6034,08,06,93,10600.0,72511.6,None,VYBER,VYDAJ,B
6034,11,06,93,17362.0,55149.6,None,VYBER,VYBER,B
6034,12,06,93,4214.0,50935.6,None,VYBER,VYBER,B
6034,17,06,93,15800.0,35135.6,None,VYBER,VYDAJ,B
6034,18,06,93,36127.0,71262.6,None,VKLAD,PRIJEM,B
6034,19,06,93,10698.0,81960.6,None,VKLAD,PRIJEM,B
6034,22,06,93,25800.0,56160.6,None,VYBER,VYDAJ,B
6034,27,06,93,9272.0,46888.6,None,VYBER,VYBER,B
6034,29,06,93,4600.0,42288.6,None,VYBER,VYDAJ,B
6034,30,06,93,30.0,42516.3,SLUZBY,VYBER,VYDAJ,B
6034,30,06,93,257.7,42546.3,UROK,None,PRIJEM,B
6034,01,07,93,42922.0,85438.3,None,VKLAD,PRIJEM,B
6034,02,07,93,8400.0,77038.3,None,VYBER,VYDAJ,B
